counter,start,storeDLT,storeKfrags,finish
0,2838,10707,110,73,106
1,2765,17678,116,77,103
5,1781,29043,125,65,105
3,11706,29539,112,64,124
2,20867,31832,112,76,103
14,23502,31939,115,64,107
19,22923,40253,111,62,111
10,26722,49088,114,71,103
6,23506,57537,115,70,104
9,30620,58541,110,64,106
16,28553,63843,120,59,104
8,24718,74738,110,63,113
7,29150,83198,114,65,113
4,27446,82579,119,67,109
11,25291,91028,119,60,117
18,56101,65030,112,76,102
17,53846,73510,173,65,101
15,81080,27338,117,67,103
13,61012,35720,127,66,103
12,44107,26614,118,65,103
