counter,start,storeDLT,storeKfrags,finish
0,2087,2153,55,66,37
4,2075,2351,45,109,62
7,2085,2170,107,138,118
8,2078,2141,26,44,30
1,2075,3346,19,33,99
3,2108,2245,27,17,12
9,2237,2169,21,32,33
2,2084,2088,44,43,74
6,2080,2148,52,73,61
5,2080,2080,17,56,25
