counter,start,storeDLT,storeKfrags,finish
0,2925,10696,178,65,101
2,3282,15747,112,64,102
1,2969,31409,120,66,101
17,23793,23331,110,66,102
7,23776,31927,108,62,102
3,35538,34071,111,62,111
11,34870,48090,113,68,105
6,32641,52554,111,76,112
5,33331,64213,131,67,105
15,33656,81161,113,61,103
12,25465,87545,113,68,102
8,22984,99699,110,64,107
14,22419,110189,123,65,112
16,20976,116321,111,63,106
18,39254,106101,119,69,103
9,34993,115452,110,62,105
10,72794,82563,110,66,118
4,73059,94413,114,87,111
13,107676,46397,112,65,103
19,99021,37679,111,63,109
