counter,start,storeDLT,storeKfrags,finish
0,2925,3286,109,87,101
2,3282,21624,124,68,103
1,2969,27867,110,67,108
17,23793,18873,109,64,104
7,23776,29471,134,65,101
3,35538,30221,112,60,103
11,34870,39867,129,69,102
6,32641,53005,113,59,106
5,33331,66890,115,67,104
15,33656,75327,116,63,102
12,25465,84982,112,65,114
8,22984,95420,110,68,108
14,22419,114091,121,71,110
16,20976,117543,114,65,104
18,39254,105124,114,68,101
9,34993,121453,111,60,102
10,72794,87655,109,62,104
4,73059,91601,110,68,105
13,107676,47731,111,63,119
19,99021,33482,111,64,109
