counter,start,storeDLT,storeKfrags,finish
0,2922,3731,109,75,122
17,3253,16549,111,69,113
1,3814,26361,109,65,108
5,33477,13923,112,70,116
2,34062,19023,110,64,108
4,32819,30810,111,63,112
8,34778,45199,118,62,115
16,33358,52206,112,67,109
7,31398,61715,129,65,104
12,31914,72654,109,66,114
10,29694,88045,113,70,105
9,28531,103359,110,65,112
3,23485,106484,112,78,108
6,23285,116765,121,65,109
14,8782,127855,120,67,108
11,71207,74680,111,61,107
18,125016,28083,112,59,105
19,115307,27059,112,68,114
15,104998,36520,116,61,110
13,89157,49420,115,65,107
