counter,start,storeDLT,storeKfrags,finish
0,2922,7277,118,60,110
17,3253,15648,110,64,117
1,3814,27354,117,66,117
5,33477,12489,112,67,104
2,34062,24723,110,67,113
4,32819,31149,110,68,109
8,34778,44546,118,79,117
16,33358,51874,125,64,106
7,31398,62493,113,67,112
12,31914,72419,112,65,112
10,29694,87825,110,70,107
9,28531,102465,110,61,106
3,23485,106708,122,67,107
6,23285,116198,121,61,111
14,8782,127528,112,64,107
11,71207,74221,114,65,116
18,125016,27755,119,63,110
19,115307,27280,111,70,107
15,104998,36072,119,61,107
13,89157,49751,118,66,116
