counter,start,storeDLT,storeKfrags,finish
0,2833,4380,114,63,103
8,2785,14141,109,66,106
2,2744,23456,110,70,116
7,3047,32103,113,64,118
4,2916,39540,115,67,129
5,13477,40207,114,62,107
1,22021,42376,112,61,109
16,47236,25115,139,66,113
12,44892,33466,109,60,104
19,43235,41532,115,64,110
6,42207,49799,115,71,105
9,40179,58594,114,71,110
17,40056,66843,120,66,104
10,48092,66689,112,68,114
14,47112,66793,118,69,104
3,30861,74467,115,65,112
13,67625,30647,110,62,107
15,68705,27378,114,60,108
18,57684,19162,122,78,108
11,34688,20091,112,67,106
