counter,start,storeDLT,storeKfrags,finish
0,2860,9026,111,64,102
2,3026,20246,110,62,107
5,3499,28289,120,96,102
3,3730,37672,176,67,107
7,3527,48830,118,61,106
10,3801,54312,110,66,108
4,3997,63743,126,64,107
1,42292,40685,112,69,102
12,71351,21889,110,68,106
14,67431,33965,115,59,102
18,66264,42659,110,66,112
9,61290,51829,109,65,103
16,49895,61117,112,71,108
6,50305,69252,115,60,114
8,44468,69087,117,61,101
15,44490,78954,111,66,110
13,41230,88344,117,63,105
19,39759,100309,114,70,111
11,32251,106205,116,65,108
17,2903,9076,111,66,106
