counter,start,storeDLT,storeKfrags,finish
0,2322,2919,44,138,249
8,2317,5023,29,24,17
1,2294,6123,36,181,231
2,6422,3976,16,56,33
9,5027,4824,34,23,24
4,5571,5494,39,195,108
3,5579,7726,18,20,20
5,2373,2541,71,156,111
6,2271,2688,150,332,384
7,2303,2499,54,214,272
