counter,start,storeDLT,storeKfrags,finish
13,1776,3932,111,62,105
0,2502,8021,117,62,104
1,2636,9723,121,68,104
15,2674,13831,113,69,107
5,8377,5265,110,66,114
3,8609,7384,119,63,121
14,7152,11979,120,66,108
4,6514,14978,110,96,112
2,3090,18180,113,64,120
11,9162,13883,115,66,156
6,18660,8100,114,79,114
12,12209,10204,109,65,113
9,10393,9732,126,68,111
18,2485,4997,135,63,115
17,2361,5099,124,78,113
10,4195,7764,120,79,105
16,4380,5073,122,60,107
7,4834,5087,127,66,105
8,2508,4535,112,70,114
19,2519,5219,111,67,111
