counter,start,storeDLT,storeKfrags,finish
0,2770,3194,112,79,113
2,2917,9757,112,73,113
1,1640,16078,113,67,109
3,18590,5047,113,61,107
12,18643,11567,109,60,105
10,19005,16708,110,66,109
5,14437,24007,113,80,110
4,10079,29857,110,68,104
6,10993,35466,112,74,127
8,11060,41306,122,79,105
7,43920,3363,111,61,111
9,47264,10061,133,66,107
15,40544,16685,117,77,117
14,46402,22456,116,75,103
17,48474,29670,116,66,113
18,16747,36009,111,66,112
11,12760,41870,112,74,105
16,13083,47892,120,64,114
13,34847,8865,111,62,104
19,2735,5228,116,72,116
