counter,start,storeDLT,storeKfrags,finish
0,2620,6730,112,69,105
4,2525,11116,110,73,118
6,2555,13687,109,62,104
8,2449,18859,110,67,105
2,2635,21399,116,69,103
1,2913,27140,109,64,108
3,26601,6710,113,65,106
9,22089,10856,129,60,102
16,21486,15459,140,66,109
13,21307,18641,113,66,105
12,6574,23382,117,60,102
5,11364,18886,108,67,106
14,23808,10137,112,65,103
10,22855,14108,110,67,107
15,21526,15302,121,64,105
7,12827,18031,115,67,109
11,15473,5673,111,64,104
18,2535,10149,114,57,104
17,2576,6021,109,67,105
19,2556,6125,113,65,114
