counter,start,storeDLT,storeKfrags,finish
1,1426,2022,111,61,104
0,2468,4883,112,66,117
5,2388,6624,127,66,107
13,7586,2985,109,68,116
7,6741,5159,108,65,111
4,6150,7260,115,66,108
11,4692,8211,110,93,106
14,3797,11137,109,64,114
10,3697,13511,132,67,104
19,2925,15255,117,67,105
2,2742,17986,115,67,118
8,12984,7994,111,65,118
9,14586,3712,114,67,115
6,11410,5977,112,68,110
3,11265,7912,113,63,109
15,7116,7628,111,65,122
12,5008,9653,118,69,105
16,2464,3441,110,62,105
17,2478,3313,111,62,108
18,2472,3961,110,64,110
