counter,start,storeDLT,storeKfrags,finish
1,13133,9731,196,112,164
0,15202,11916,114,68,115
7,5785,21720,116,62,102
6,12391,29857,117,79,102
2,8785,31447,121,63,103
3,9064,32504,113,72,112
10,10065,53540,118,75,103
4,15031,61015,108,66,108
5,12602,68305,110,74,110
16,13163,74796,111,66,103
8,3260,81725,123,66,109
18,99092,19366,1411,1954,104
14,104597,19307,1444,1671,474
19,10050,28371,113,68,102
17,77633,34712,111,64,121
9,44065,42025,112,78,116
11,87559,52730,469,319,582
15,97688,80523,114,79,108
13,69141,89641,633,370,106
12,9912,4965,120,66,141
