counter,start,storeDLT,storeKfrags,finish
0,2770,9203,112,66,110
2,2917,12556,111,64,105
1,1640,18751,116,68,103
3,18590,7792,118,64,106
12,18643,14341,114,69,112
10,19005,19710,116,83,117
5,14437,26585,112,66,111
4,10079,31772,117,72,113
6,10993,37654,109,62,109
8,11060,44102,111,69,112
7,43920,7132,111,68,114
9,47264,12634,117,64,104
15,40544,19542,110,69,115
14,46402,24896,115,65,111
17,48474,32673,111,79,107
18,16747,38010,114,67,111
11,12760,44118,116,73,107
16,13083,50687,110,66,114
13,34847,6519,117,91,110
19,2735,6018,113,74,112
