counter,start,storeDLT,storeKfrags,finish
0,2770,7377,113,69,119
2,2917,15343,118,58,108
1,1640,21314,116,65,121
3,18590,10461,170,71,105
12,18643,15237,110,65,109
10,19005,22953,125,67,107
5,14437,28370,116,63,104
4,10079,35556,113,67,109
6,10993,41092,113,66,110
8,11060,46439,121,67,106
7,43920,8814,111,66,109
9,47264,15076,112,69,105
15,40544,21990,113,66,111
14,46402,23673,174,63,109
17,48474,35364,112,64,103
18,16747,40373,125,65,104
11,12760,46787,119,66,106
16,13083,53162,172,62,105
13,34847,5525,114,65,110
19,2735,8634,118,63,114
