counter,start,storeDLT,storeKfrags,finish
0,2875,5206,113,71,132
1,3804,20157,111,68,106
9,2882,25804,110,61,108
7,31998,7842,113,62,104
19,34832,16845,115,65,106
8,32312,30390,118,70,107
3,32275,43913,118,71,107
6,31193,51697,120,59,109
12,31644,61835,114,66,112
5,31143,78677,113,63,131
2,29567,83584,114,62,111
15,29398,93008,120,67,105
13,27425,105492,110,63,107
10,22034,117636,119,69,106
4,102898,30343,111,61,140
17,120619,15852,117,74,110
11,115580,25441,112,64,110
16,121933,36509,108,68,115
14,105569,47153,113,67,107
18,32986,58606,109,75,117
