counter,start,storeDLT,storeKfrags,finish
0,2875,2696,109,59,104
1,3804,13351,110,75,106
9,2882,26588,171,59,104
7,31998,17005,113,107,108
19,34832,18169,110,60,107
8,32312,28943,110,67,108
3,32275,40128,117,62,108
6,31193,50261,117,68,106
12,31644,60938,116,63,112
5,31143,70381,118,64,119
2,29567,83227,111,65,105
15,29398,92332,117,64,111
13,27425,102694,110,67,106
10,22034,115151,113,67,124
4,102898,27045,109,64,107
17,120619,18203,110,64,104
11,115580,27883,114,64,116
16,121933,40881,116,69,107
14,105569,46509,117,67,104
18,32986,56486,115,64,113
