counter,start,storeDLT,storeKfrags,finish
0,2875,11162,111,68,103
1,3804,22821,110,65,114
9,2882,32894,110,66,112
7,31998,15565,111,66,122
19,34832,26755,136,64,105
8,32312,35921,109,60,106
3,32275,46251,110,69,110
6,31193,58929,110,66,111
12,31644,68342,112,64,109
5,31143,80920,117,64,110
2,29567,90447,111,66,104
15,29398,101251,174,60,104
13,27425,112493,119,68,111
10,22034,123095,118,77,110
4,102898,36023,109,69,108
17,120619,25320,110,62,106
11,115580,33003,115,74,122
16,121933,42316,119,76,106
14,105569,55497,116,62,111
18,32986,65958,115,65,107
