counter,start,storeDLT,storeKfrags,finish
0,2196,2515,64,44,52
2,2161,2553,33,102,32
9,2207,2832,37,26,34
4,2183,2348,137,128,91
1,2164,2597,43,41,11
5,2296,2395,106,201,30
3,2414,2242,24,114,182
6,2176,2394,110,101,33
8,2156,2121,30,27,30
7,2166,2280,22,66,25
