counter,start,storeDLT,storeKfrags,finish
0,2536,5083,113,72,114
1,2436,7935,116,65,106
6,5854,7170,111,68,140
2,8289,7164,111,66,106
12,4726,10318,114,65,114
9,5142,9924,123,60,110
16,8697,8805,123,68,113
3,7523,9101,111,70,107
7,7390,12357,108,98,106
11,7243,15143,111,65,111
4,5965,18581,111,69,106
18,6090,21528,117,100,109
5,6185,24406,115,62,106
10,8074,24041,113,92,105
13,8340,27652,111,78,139
8,23049,10318,114,63,120
15,7827,6928,127,64,106
14,3992,6946,111,61,106
17,2503,5345,116,76,105
19,2493,5573,113,66,106
