counter,start,storeDLT,storeKfrags,finish
0,2661,3342,110,61,104
3,2546,6800,110,67,121
1,2660,11250,113,66,117
2,2465,15332,111,64,109
7,11318,11725,114,70,118
8,15511,11531,114,61,113
9,18585,11902,110,60,104
12,16862,15179,111,63,103
6,17251,20215,111,65,118
5,17023,23390,109,61,103
15,16499,28810,110,69,105
19,15549,32912,119,79,106
16,13379,29232,109,58,102
4,13501,32398,115,68,121
11,28999,20169,114,58,107
17,37499,14674,110,59,124
10,30692,9889,109,66,113
14,26384,14082,114,66,115
18,25906,18320,115,63,110
13,13916,2283,111,63,116
