counter,start,storeDLT,storeKfrags,finish
0,2661,5077,121,60,110
3,2546,9359,118,63,115
1,2660,14076,115,71,139
2,2465,18141,114,66,116
7,11318,14557,110,68,111
8,15511,13778,110,74,103
9,18585,14674,109,67,112
12,16862,17423,115,74,107
6,17251,22892,120,64,104
5,17023,28285,146,66,103
15,16499,32457,110,61,103
19,15549,35663,110,63,105
16,13379,30076,109,60,102
4,13501,35104,111,70,114
11,28999,22319,109,70,109
17,37499,17410,109,73,106
10,30692,12372,116,63,109
14,26384,16794,111,73,104
18,25906,21106,120,75,117
13,13916,4950,113,60,104
