counter,start,storeDLT,storeKfrags,finish
0,2270,2675,202,183,11
1,2271,3732,18,22,7
3,3187,3629,70,57,7
2,4236,2786,38,80,58
7,4256,3335,49,52,52
4,2607,4474,185,162,112
6,4014,3758,13,20,6
9,5490,2767,29,41,40
5,2233,2745,89,140,11
8,2296,2658,83,130,63
