counter,start,storeDLT,storeKfrags,finish
3,7995,6369,120,69,109
7,11541,15164,117,87,125
10,13077,23561,117,74,115
1,11825,37598,118,74,120
0,14321,42153,126,197,111
14,13646,46495,117,73,119
2,10210,60249,118,71,116
11,5413,62812,117,69,121
4,17071,70605,129,73,114
17,14136,81563,117,69,109
5,12871,86224,118,68,112
12,85317,14892,124,83,114
6,86273,17111,124,71,124
16,61654,21797,120,67,122
15,22383,29982,117,71,120
13,31234,39023,117,70,113
19,57638,48050,115,68,112
9,28325,56953,115,78,119
18,17321,64426,115,64,112
8,15818,65530,115,62,109
