counter,start,storeDLT,storeKfrags,finish
9,15701,17041,267,946,882
2,16731,16991,181,844,1559
4,16143,18745,340,689,190
15,13986,25812,109,60,104
0,17625,31592,120,65,104
1,13481,38366,109,69,110
18,14960,44208,110,68,107
3,17401,45465,109,64,104
8,16845,50599,114,73,115
7,14982,51988,136,66,103
6,10773,66064,120,75,104
5,66925,30797,710,1172,540
17,28227,71577,838,1249,1106
11,86579,13470,182,491,1119
19,96482,14260,735,296,134
13,93230,26874,110,100,191
10,80971,-1,-1,-1,-1
16,58150,-1,-1,-1,-1
