counter,start,storeDLT,storeKfrags,finish
15,13986,16859,308,998,1210
4,16143,17543,120,1068,1111
2,16731,17553,897,1438,149
9,15701,17548,2426,102,104
0,17625,29122,112,65,104
18,14960,35054,112,62,103
1,13481,36010,116,62,104
8,16845,49126,112,64,104
3,17401,55819,133,64,104
7,14982,57392,117,66,104
6,10773,64490,120,60,106
5,66925,30561,542,1281,814
17,28227,71577,554,1497,1098
10,80971,27433,281,340,267
13,93230,27731,262,222,216
16,58150,-1,-1,-1,-1
14,73852,-1,-1,-1,-1
19,96482,-1,-1,-1,-1
