counter,start,storeDLT,storeKfrags,finish
0,2860,6783,112,62,103
2,3026,16331,111,64,101
5,3499,25867,115,68,102
3,3730,35817,118,62,102
7,3527,43451,110,67,106
10,3801,53760,116,67,108
4,3997,65746,113,80,103
1,42292,36639,110,63,104
12,71351,19103,110,62,103
14,67431,27890,116,98,103
18,66264,38102,121,75,107
9,61290,47718,110,66,111
16,49895,56671,112,59,101
6,50305,65705,111,70,107
8,44468,64509,112,69,103
15,44490,74727,113,66,104
13,41230,84313,111,64,102
19,39759,97195,112,66,105
11,32251,102215,110,67,108
17,2903,5403,173,58,102
