counter,start,storeDLT,storeKfrags,finish
0,3043,4797,119,85,116
8,3605,16284,127,98,125
16,3325,27229,271,89,132
1,4164,39136,166,112,138
3,5041,51275,148,92,132
6,27115,44229,134,101,208
15,39418,43391,111,68,111
2,57336,33685,139,110,123
4,58719,42858,116,84,120
13,57095,52272,113,71,111
5,53633,63549,110,73,135
7,51906,73927,112,77,119
9,50602,84815,128,95,138
18,47334,95307,124,83,117
12,49877,97270,125,84,136
10,35697,94101,125,114,132
11,94193,24481,120,76,116
19,92904,14555,150,90,129
14,71059,31843,116,73,128
17,44028,37121,145,86,119
