counter,start,storeDLT,storeKfrags,finish
0,3043,14000,115,75,133
8,3605,26303,146,69,114
16,3325,34029,124,81,167
1,4164,45676,118,82,113
3,5041,56126,121,108,129
6,27115,49915,120,102,111
15,39418,50165,115,89,131
2,57336,37943,130,101,126
4,58719,48818,113,75,114
13,57095,59588,120,74,119
5,53633,69921,123,79,118
7,51906,80429,124,85,110
9,50602,92401,139,102,128
18,47334,105643,147,85,111
12,49877,104587,132,75,115
10,35697,101473,117,76,139
11,94193,19618,121,97,125
19,92904,21000,121,99,108
14,71059,34351,126,107,153
17,44028,42641,117,84,113
