counter,start,storeDLT,storeKfrags,finish
0,2832,12245,112,63,108
4,3033,18811,112,70,106
7,2987,32390,112,67,110
6,3383,42500,110,63,109
5,24613,35387,118,69,106
1,42867,24759,111,61,102
8,42705,37706,110,76,101
3,41975,47126,119,68,112
2,41517,57482,112,60,104
19,40994,60016,171,58,104
11,41412,75865,109,71,113
9,34405,88858,118,68,103
10,37925,89118,111,66,108
18,34438,100231,111,71,113
12,17260,110632,110,65,106
14,81703,56566,113,63,103
17,84176,55558,141,63,103
15,98894,32338,118,63,103
16,85678,41437,110,66,104
13,95902,47710,206,58,101
