counter,start,storeDLT,storeKfrags,finish
0,2832,14474,113,71,102
4,3033,25136,122,60,104
7,2987,34887,110,71,115
6,3383,44349,136,65,112
5,24613,38049,124,75,103
1,42867,28671,116,67,103
8,42705,38377,111,62,111
3,41975,49681,115,67,102
2,41517,60143,109,63,105
19,40994,69130,111,70,122
11,41412,81211,110,67,103
9,34405,92512,112,70,107
10,37925,89340,112,69,113
18,34438,102682,110,61,104
12,17260,113193,127,64,108
14,81703,58443,114,65,102
17,84176,58238,112,67,106
15,98894,35008,117,63,107
16,85678,45106,111,64,108
13,95902,55567,111,66,104
