counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
0,1173,2549,16,13,49,6
4,2424,2630,8,26,16,5
8,2430,3017,96,21,25,13
10,2088,4294,16,12,37,12
9,1074,5685,15,24,19,18
16,1076,6518,12,11,49,28
13,2095,7763,6,11,31,19
11,2123,3166,14,34,28,20
5,7610,3624,6,36,16,6
14,2115,4648,8,7,19,4
3,5557,5281,14,14,23,18
2,2397,6438,9,11,25,12
19,5716,2983,12,33,49,30
6,5991,1942,7,8,9,4
12,3203,2368,9,11,15,16
17,2424,1304,5,6,8,7
18,1078,2821,8,19,42,13
7,1092,3304,6,7,10,4
15,1221,2130,7,10,12,4
