counter,start,storeDLT,storeKfrags,finish
0,3352,36908,119,69,111
13,6625,49288,116,70,139
6,14092,66486,119,67,111
10,26596,68840,121,78,125
19,45194,73866,152,173,131
1,46721,84745,907,796,370
5,59465,83668,535,292,154
12,61406,93131,142,591,924
18,62384,111512,148,317,277
2,61958,138950,2650,2199,136
7,59856,158810,3096,3116,3930
4,62944,155600,3982,3228,5096
17,67067,176033,3056,2606,2694
8,64033,206820,1456,588,583
14,64561,249187,660,1590,1210
3,59651,259433,116,69,158
16,60274,257186,119,75,120
9,70425,257640,116,87,124
11,65653,292125,115,62,144
15,229279,113912,114,69,127
