counter,start,storeDLT,storeKfrags,finish
0,3352,38072,117,66,121
13,6625,55502,115,65,107
6,14092,66717,119,70,112
10,26596,69453,123,69,128
19,45194,74308,195,271,440
1,46721,84258,160,810,1025
5,59465,82746,388,245,779
12,61406,93822,528,341,188
18,62384,123983,116,94,166
2,61958,138703,1055,3244,852
7,59856,157689,142,365,2700
4,62944,156589,4084,3296,3961
17,67067,176209,4362,2469,1475
8,64033,207195,1134,554,567
14,64561,248644,413,213,2169
3,59651,257194,116,69,108
16,60274,257331,119,75,129
9,70425,257780,115,68,113
11,65653,295980,180,67,221
15,229279,114028,118,79,109
