counter,start,storeDLT,storeKfrags,finish
0,3352,36635,123,68,183
13,6625,49609,220,173,159
6,14092,67740,122,92,109
10,26596,61988,118,71,111
19,45194,74794,287,242,197
1,46721,84563,613,1161,209
5,59465,83631,574,297,165
12,61406,93219,132,565,774
18,62384,111064,509,142,224
2,61958,139018,730,2230,1799
7,59856,136920,1904,2432,811
4,62944,153716,965,2187,4779
17,67067,149485,3051,4201,4027
8,64033,175285,3204,2827,2080
14,64561,249203,1378,1377,699
3,59651,254805,117,93,115
16,60274,255405,153,155,115
9,70425,257096,121,68,117
11,65653,292910,119,93,172
15,229279,111435,119,67,118
