counter,start,storeDLT,storeKfrags,finish
0,3352,41121,118,64,134
13,6625,55976,179,73,108
6,14092,66947,123,68,195
10,26596,61872,119,80,109
19,45194,74716,272,273,179
1,46721,84462,1225,1021,184
5,59465,82294,114,140,250
12,61406,93748,168,670,289
18,62384,111540,142,299,279
7,59856,136620,455,937,3158
2,61958,138690,915,2223,2047
4,62944,153637,956,1242,2908
17,67067,150539,4939,2388,2935
8,64033,175576,3732,3119,928
14,64561,249432,1859,1330,119
3,59651,254517,137,70,108
16,60274,248003,121,71,108
9,70425,254557,119,74,120
11,65653,290295,117,72,135
15,229279,111016,124,68,111
