counter,start,storeDLT,storeKfrags,finish
0,2944,8424,124,84,117
16,3265,19920,120,74,113
10,12239,20368,117,81,108
3,22424,21708,129,70,109
1,22028,28415,120,67,113
4,23081,39651,131,71,107
2,20123,48227,131,75,114
17,19287,55872,114,74,110
5,17740,66407,122,66,112
18,17842,66326,115,74,112
14,15304,72806,138,67,109
9,63417,32878,115,68,108
7,68276,22228,121,93,120
6,68147,28580,117,77,109
8,71836,39835,119,63,108
12,62106,45723,123,68,107
15,65787,58406,124,66,117
11,47280,67779,125,67,109
13,48805,75130,131,64,123
19,20584,9240,123,67,108
