counter,start,storeDLT,storeKfrags,finish
0,2944,8301,129,70,114
16,3265,20386,117,64,127
10,12239,20597,125,73,140
3,22424,21224,121,77,107
1,22028,28530,117,67,117
4,23081,39525,127,77,122
2,20123,48491,119,72,111
17,19287,55981,116,61,111
5,17740,65170,115,64,108
18,17842,66215,120,64,115
14,15304,73176,117,79,111
9,63417,32765,123,69,108
7,68276,22109,117,61,148
6,68147,29087,122,65,117
8,71836,40719,116,69,111
12,62106,45610,118,70,121
15,65787,57001,116,65,107
11,47280,68659,116,63,110
13,48805,75017,116,77,113
19,20584,9126,121,75,108
