counter,start,storeDLT,storeKfrags,finish
0,2944,3884,115,62,109
16,3265,18862,118,100,108
10,12239,20133,116,71,107
3,22424,20149,135,68,111
1,22028,29688,136,70,109
4,23081,38464,191,71,109
2,20123,46715,117,61,107
17,19287,55213,114,70,107
5,17740,64203,114,61,107
18,17842,65400,113,71,113
14,15304,69301,117,69,109
9,63417,31704,116,64,116
7,68276,21014,127,86,106
6,68147,26813,118,64,111
8,71836,40134,120,69,108
12,62106,48553,127,71,108
15,65787,55695,116,71,109
11,47280,63828,122,74,114
13,48805,73964,131,63,120
19,20584,10496,119,74,122
