counter,start,storeDLT,storeKfrags,finish
0,2623,2543,129,69,108
2,1428,6734,111,69,105
1,2468,10721,113,64,108
7,3693,14254,115,66,111
4,12749,7829,109,65,102
6,18353,7378,126,66,111
5,18944,11135,112,64,106
3,19136,14323,111,73,115
8,13667,22595,111,65,105
10,15390,23693,109,66,111
18,12362,27886,111,69,112
13,10560,28568,111,68,112
14,31022,6436,108,65,103
15,30305,10923,111,67,110
9,29247,15051,112,73,118
16,28536,19332,113,61,108
12,24107,18827,112,68,111
17,11737,22965,120,68,103
19,26386,2429,110,76,109
11,19705,6657,115,67,115
