counter,start,storeDLT,storeKfrags,finish
0,2623,6277,113,77,111
2,1428,10442,110,77,106
1,2468,14482,113,65,103
7,3693,17658,124,60,109
4,12749,11651,112,63,143
6,18353,9833,110,64,103
5,18944,15156,115,67,104
3,19136,19223,110,63,104
10,15390,21130,109,65,107
8,13667,27271,119,68,107
18,12362,32349,112,72,116
13,10560,33298,109,60,105
14,31022,10458,112,67,108
15,30305,14687,114,70,107
9,29247,18683,120,69,129
16,28536,21814,112,67,109
12,24107,21623,110,60,104
17,11737,26642,148,77,112
19,26386,6185,115,64,103
11,19705,10395,115,71,104
