counter,start,storeDLT,storeKfrags,finish
0,2623,4550,110,79,103
2,1428,7505,119,67,107
1,2468,11951,111,73,104
7,3693,15094,122,65,110
4,12749,9317,109,68,110
6,18353,8480,111,67,106
5,18944,12362,118,60,104
3,19136,16617,110,62,103
10,15390,21240,109,65,113
8,13667,24816,117,62,106
18,12362,28998,113,70,115
13,10560,29792,113,70,107
14,31022,7000,110,58,106
15,30305,12160,126,58,104
9,29247,16296,112,66,118
16,28536,20560,111,72,105
12,24107,19384,109,65,108
17,11737,24196,109,70,107
19,26386,3666,111,62,105
11,19705,6890,113,60,104
