counter,start,storeDLT,storeKfrags,finish
0,2623,5492,111,67,109
2,1428,9763,112,96,109
1,2468,13674,112,61,103
7,3693,16888,118,66,111
4,12749,10993,120,71,109
6,18353,11284,110,75,104
5,18944,14047,112,66,110
3,19136,18076,122,63,103
10,15390,19779,113,77,110
8,13667,26507,111,70,104
18,12362,30676,118,63,105
13,10560,32507,123,81,109
14,31022,9674,115,72,103
15,30305,13810,110,66,109
9,29247,18011,116,69,129
16,28536,23147,110,65,106
12,24107,22747,110,66,125
17,11737,25860,110,73,110
19,26386,5409,124,64,104
11,19705,9728,120,59,103
