counter,start,storeDLT,storeKfrags,finish
0,2817,10223,110,65,111
3,3185,16445,111,61,104
1,3557,24832,110,66,110
6,2971,32177,111,82,111
2,11945,33686,110,65,103
14,35042,19643,115,65,106
15,38401,28495,112,66,153
7,31606,36399,147,69,104
9,32920,41239,112,68,111
8,36329,43295,113,77,105
5,34330,54250,114,68,114
10,33654,63626,121,76,103
11,31654,69281,117,81,115
16,30803,79945,118,63,103
4,28089,87035,113,66,103
12,20108,95724,111,71,109
18,49141,62933,114,68,123
13,81849,15122,114,68,113
19,67789,30799,111,68,106
17,54365,30272,115,69,130
