counter,start,storeDLT,storeKfrags,finish
0,2372,4816,14,18,17
6,2400,5646,29,23,11
2,5888,3389,45,165,130
3,2319,3876,625,601,516
7,1473,5657,22,39,17
5,7053,6785,49,52,18
1,8464,2611,63,71,29
4,2226,2255,17,17,8
8,2256,3247,182,101,39
9,2220,3811,18,97,26
