counter,start,storeDLT,storeKfrags,finish
0,9027,46805,163,508,114
3,13667,60772,165,66,135
17,16718,80107,119,73,114
2,38046,73530,119,83,140
13,35807,96192,126,88,166
1,36550,99184,116,63,116
6,41629,118754,116,86,192
19,44213,120336,127,76,156
9,43658,131000,204,297,244
16,43482,142291,121,167,116
4,47908,144019,124,65,118
5,40974,158220,121,77,125
15,55449,152543,121,70,113
7,56441,157241,120,74,115
11,59589,161883,120,72,114
12,67957,141872,124,83,114
18,73639,144013,132,65,114
10,70824,153569,123,92,126
14,145735,64527,117,69,113
8,147460,72568,124,70,123
