counter,start,storeDLT,storeKfrags,finish
0,9027,49462,146,72,235
3,13667,61977,118,63,139
17,16718,82248,512,1190,141
2,38046,79949,118,65,113
13,35807,90560,156,80,158
1,36550,97907,134,87,116
6,41629,119077,125,93,326
19,44213,125410,148,98,116
9,43658,131048,179,329,150
16,43482,130995,139,410,115
4,47908,145243,119,75,198
5,40974,157478,123,75,119
15,55449,151590,115,64,111
7,56441,156370,116,79,111
11,59589,173913,142,127,112
12,67957,142351,140,81,111
18,73639,145436,117,66,123
10,70824,156316,115,79,124
14,145735,63816,123,80,111
8,147460,73636,117,71,115
