counter,start,storeDLT,storeKfrags,finish
2,10082,3769,120,61,105
0,15223,13761,110,74,103
19,6241,16947,130,73,105
14,13156,26617,121,64,110
8,13173,31692,124,67,112
3,5365,42564,111,64,112
1,10504,49839,111,67,104
10,9541,56055,121,64,109
15,14130,65481,131,76,110
13,10148,73258,110,71,104
6,83463,23104,171,310,461
17,80110,32795,110,81,133
5,87514,50896,110,97,108
12,15186,59040,119,94,137
4,60298,69148,231,249,136
7,82744,85804,116,66,103
18,86616,100415,112,67,115
9,42287,113279,159,84,103
16,74708,8915,110,122,184
11,97664,15607,112,60,106
