counter,start,storeDLT,storeKfrags,finish
2,10082,6945,180,288,103
0,15223,22187,116,73,102
19,6241,25591,116,65,109
14,13156,28722,113,71,115
8,13173,41188,113,66,112
3,5365,42668,119,67,103
1,10504,53860,109,70,109
10,9541,60854,120,67,110
15,14130,70287,111,95,103
13,10148,79002,113,64,109
17,80110,23006,114,223,331
6,83463,32787,114,69,116
5,87514,56658,111,68,112
12,15186,65882,109,63,111
4,60298,80200,159,154,211
7,82744,97292,117,65,392
18,86616,106093,113,64,102
9,42287,116170,157,74,106
16,74708,8847,112,175,119
11,97664,18287,118,61,140
