counter,start,storeDLT,storeKfrags,finish
2,10082,9860,116,71,106
0,15223,12652,112,65,103
19,6241,19369,118,65,106
14,13156,36756,112,70,102
8,13173,40176,112,65,106
3,5365,46244,115,75,112
1,10504,51947,111,64,110
10,9541,58513,122,64,110
15,14130,66377,116,63,114
13,10148,78752,113,66,111
17,80110,8946,115,162,192
6,83463,48094,112,60,109
5,87514,58172,112,62,113
12,15186,66808,111,77,104
4,60298,80751,158,104,387
7,82744,92622,109,71,150
18,86616,104521,113,65,103
9,42287,112788,135,70,104
16,74708,9062,117,143,213
11,97664,17278,133,73,128
