counter,start,storeDLT,storeKfrags,finish
0,2905,4986,129,67,114
4,3214,18214,116,66,105
2,2735,28824,113,81,102
7,35130,13324,111,64,110
1,35592,24510,124,68,103
11,35546,35158,109,71,113
12,34573,41822,118,64,106
19,34320,57139,118,62,110
3,34088,63890,111,67,117
8,27121,81253,116,72,104
17,26241,88903,111,65,110
6,26238,93747,115,61,108
13,23763,107800,116,73,117
5,21964,114603,110,60,104
16,16806,131845,111,61,103
10,19075,140430,108,60,102
14,113944,43562,118,63,105
9,147913,17032,112,68,107
18,142906,27835,118,64,107
15,46181,38477,113,76,111
