counter,start,storeDLT,storeKfrags,finish
0,2905,5669,112,67,108
4,3214,19222,123,61,104
2,2735,29950,124,69,104
7,35130,14300,114,61,118
1,35592,21958,111,58,104
11,35546,33150,109,67,106
12,34573,42918,111,64,114
19,34320,55692,109,59,106
3,34088,67348,123,69,111
8,27121,77907,112,66,111
17,26241,92342,117,62,105
6,26238,97463,111,63,103
13,23763,105805,109,65,109
5,21964,118732,118,69,104
16,16806,132467,111,64,116
10,19075,142818,109,66,109
14,113944,44468,111,63,109
9,147913,13099,111,69,109
18,142906,29057,122,61,112
15,46181,39352,113,68,110
