counter,start,storeDLT,storeKfrags,finish
0,2905,4654,112,71,105
4,3214,18534,112,89,108
2,2735,29178,112,65,109
7,35130,13541,125,59,104
1,35592,24188,110,64,111
11,35546,33369,112,66,112
12,34573,41449,114,93,111
19,34320,56902,122,62,115
3,34088,64679,117,66,103
8,27121,80579,112,74,114
17,26241,89232,112,60,107
6,26238,95303,166,65,104
13,23763,107365,117,62,105
5,21964,114209,115,67,105
16,16806,131611,114,69,109
10,19075,140650,110,64,109
14,113944,41341,110,60,105
9,147913,15512,111,77,122
18,142906,27614,112,67,108
15,46181,39808,114,66,107
