counter,start,storeDLT,storeKfrags,finish
0,2905,13364,110,63,105
4,3214,15527,108,94,111
2,2735,26918,151,62,104
7,35130,9577,110,67,113
1,35592,22854,117,68,106
11,35546,34033,118,69,102
12,34573,46478,110,71,104
19,34320,52782,113,64,112
3,34088,62562,110,67,111
8,27121,76803,116,64,115
17,26241,82329,110,64,106
6,26238,95641,118,62,103
13,23763,106797,118,65,115
5,21964,119872,113,63,119
16,16806,127119,109,68,110
10,19075,140215,136,67,103
14,113944,41038,111,66,107
9,147913,22890,114,66,103
18,142906,25944,127,60,104
15,46181,35097,117,64,104
