counter,start,storeDLT,storeKfrags,finish
0,2890,6310,122,63,103
4,2803,14583,122,61,102
6,14220,19804,123,66,103
2,22887,19869,109,62,112
1,22691,29364,116,67,105
7,23286,43152,110,59,105
19,21859,58117,110,64,109
18,19757,66026,112,77,110
5,20241,74276,119,68,104
8,15875,83527,114,64,111
17,26495,85870,112,67,104
3,26726,95068,118,77,105
16,21240,108296,113,67,110
12,21681,115461,171,58,104
15,50419,94483,110,67,116
13,72107,86007,111,71,102
9,87755,71240,110,64,130
14,105697,37325,113,70,105
10,94430,34860,116,64,106
11,89814,46391,113,63,101
