counter,start,storeDLT,storeKfrags,finish
0,2890,7425,110,67,112
4,2803,20488,110,71,106
6,14220,18814,111,64,112
2,22887,21624,147,65,106
1,22691,35352,117,64,106
7,23286,43717,112,63,111
19,21859,57984,112,62,103
18,19757,63568,111,65,110
5,20241,76719,109,62,104
8,15875,89092,118,65,109
17,26495,86654,110,65,107
3,26726,99262,117,68,109
16,21240,105279,111,60,103
12,21681,116905,110,72,106
15,50419,96827,111,69,108
13,72107,89919,112,62,134
9,87755,73253,110,70,116
14,105697,39204,111,70,104
10,94430,40435,109,61,105
11,89814,52104,115,62,107
