counter,start,storeDLT,storeKfrags,finish
3,7995,12340,124,72,109
7,11541,20951,124,72,118
10,13077,29922,132,68,108
1,11825,30958,116,71,112
0,14321,42265,240,72,132
14,13646,52426,125,74,126
2,10210,54348,134,69,118
11,5413,65406,124,83,121
4,17071,76270,115,74,112
17,14136,83269,118,80,115
5,12871,93458,116,67,120
12,85317,21900,120,80,117
6,86273,22006,114,63,109
16,61654,27814,118,76,123
15,22383,36562,113,73,126
13,31234,45872,120,67,113
19,57638,53863,114,65,110
9,28325,61350,116,67,113
18,17321,71154,117,63,113
8,15818,71800,115,71,121
