counter,start,storeDLT,storeKfrags,finish
3,7995,6824,116,73,124
7,11541,15860,118,69,111
10,13077,23680,120,71,157
1,11825,37827,120,62,111
0,14321,42037,116,70,253
14,13646,47204,120,67,115
2,10210,59662,123,76,120
11,5413,62116,116,79,121
4,17071,71546,116,78,110
17,14136,81020,114,78,120
5,12871,89625,125,63,120
12,85317,17009,115,79,128
6,86273,17059,118,73,113
16,61654,22388,118,92,126
15,22383,30692,116,68,121
13,31234,39944,121,71,120
19,57638,47841,115,78,120
9,28325,56701,127,85,124
18,17321,65572,118,68,118
8,15818,66418,116,64,112
