counter,start,storeDLT,storeKfrags,finish
0,1111,1217,22,71,36,26
2,1079,1362,8,10,27,42
3,1096,1347,12,21,30,8
1,1152,1450,9,9,19,9
6,1663,1360,11,10,18,7
12,1587,2067,10,11,15,11
7,1600,1879,20,23,45,16
5,1800,1507,11,12,12,8
11,1068,1383,11,11,14,8
16,1080,1137,12,19,19,15
15,1071,1341,11,10,9,8
4,1433,1175,12,5,9,8
10,1102,1207,7,14,36,16
17,1119,1139,8,11,18,6
8,1070,1217,5,5,8,5
14,1046,1130,9,10,9,4
19,1140,1213,5,7,12,6
9,1117,1128,16,11,9,6
18,1099,1140,11,11,21,10
13,1090,1140,6,6,7,5
