counter,start,storeDLT,storeKfrags,finish
0,1864,10396,112,67,107
1,2923,17586,111,67,105
5,20777,14593,118,69,109
3,18998,24387,112,61,101
8,17895,34685,125,65,103
2,16365,44994,111,71,108
7,16527,59104,120,67,109
6,11713,67655,112,70,109
11,12290,79238,109,65,107
4,8773,93146,121,64,103
9,13754,100453,118,59,106
14,6574,111174,114,68,101
10,6526,121306,110,63,106
15,49861,88667,111,70,123
16,61232,88259,112,65,103
13,82992,77578,126,62,116
17,106435,39207,111,76,104
12,100276,54028,112,86,112
19,85353,43512,111,67,107
18,79468,52425,171,62,106
