counter,start,storeDLT,storeKfrags,finish
0,1864,14171,114,64,110
1,2923,22290,113,79,102
5,20777,16595,117,65,105
3,18998,28171,113,71,108
8,17895,37476,112,67,121
2,16365,45664,111,65,105
7,16527,60892,133,64,102
6,11713,69115,110,64,108
11,12290,82568,110,64,104
4,8773,92927,115,66,107
9,13754,103670,118,67,102
14,6574,114630,119,72,105
10,6526,125182,113,69,109
15,49861,92126,114,67,104
16,61232,91223,110,65,102
13,82992,80909,110,72,102
17,106435,45770,109,66,102
12,100276,57413,113,65,110
19,85353,42618,114,68,102
18,79468,55868,121,61,109
