counter,start,storeDLT,storeKfrags,finish
0,2414,3320,115,59,121
2,2369,3239,110,58,105
18,2343,3969,117,60,105
3,2367,4704,114,64,117
4,3428,5028,110,69,116
1,3325,2964,119,82,104
12,2324,3667,115,66,105
8,2381,2613,115,61,104
7,2372,2953,110,76,113
10,2351,3774,108,67,114
14,3248,2948,111,69,131
11,2429,2831,111,90,112
16,1374,3309,111,58,104
5,2353,3677,109,60,104
6,3141,2940,116,71,114
13,2327,3141,117,64,109
15,2384,2727,111,63,113
9,2373,2957,110,60,105
19,2381,3078,109,68,119
17,2388,3061,112,62,104
