counter,start,storeDLT,storeKfrags,finish
0,7118,7025,111,62,107
1,6558,15625,109,63,246
2,5969,22703,118,65,103
10,32403,17225,186,419,135
3,48087,28655,144,121,106
17,35342,34754,110,66,103
15,30475,43371,113,60,110
16,43422,45861,111,66,109
13,31875,52712,111,76,108
7,45224,55631,121,67,109
9,6985,56350,124,61,104
6,35754,79869,121,63,101
4,48187,81916,110,66,102
12,25165,93747,132,62,126
14,38614,97231,114,72,103
5,45357,108063,128,65,102
18,18556,132288,130,142,678
11,138796,3292,128,60,102
19,123532,12958,272,434,108
8,144783,24750,112,61,107
